audio_id,audio_duration,e22_reference_text,corrected_reference_text,whisper_large_v2_prediction,whisper_large_v2_label,whisper_large_v2_hallucination_text,whisper_large_v2_hallucination_json,whisper_large_v3_prediction,whisper_large_v3_label,whisper_large_v3_hallucination_text,whisper_large_v3_hallucination_json,whisper_large_v3_turbo_prediction,whisper_large_v3_turbo_label,whisper_large_v3_turbo_hallucination_text,whisper_large_v3_turbo_hallucination_json,crisper_whisper_prediction,crisper_whisper_label,crisper_whisper_hallucination_text,crisper_whisper_hallucination_json,canary_prediction,canary_label,canary_hallucination_text,canary_hallucination_json,canary_flash_prediction,canary_flash_label,canary_flash_hallucination_text,canary_flash_hallucination_json,parakeet_prediction,parakeet_label,parakeet_hallucination_text,parakeet_hallucination_json,phi4_prediction,phi4_label,phi4_hallucination_text,phi4_hallucination_json,granite_prediction,granite_label,granite_hallucination_text,granite_hallucination_json,,split
171_4475486.wav,0.2200625,"Uh, hi, Jane.",[INAUDIBLE],,No hallucination,,[],,No hallucination,,[], I'll see you next time.,Hallucination or looping,I'll see you next time.,"[{""text"": ""I'll see you next time."", ""start"": 1, ""end"": 24, ""labels"": [""Hallucination""]}]",[UH]-huh.,No hallucination,,[],Oh.,No hallucination,,[],,No hallucination,,[],Mm.,Hallucination or looping,Mm.,"[{""text"": ""Mm."", ""start"": 0, ""end"": 3, ""labels"": [""Hallucination""]}]",Ah.,No hallucination,,[],ah,No hallucination,,[],,train
171_4479944.wav,5.2999375,"Hello, congratulations.",ahead hello congratulations," Go ahead. Hello, congratulations. Oh, my goodness.",Hallucination or looping,goodness.,"[{""text"": ""goodness."", ""start"": 42, ""end"": 51, ""labels"": [""Hallucination""]}]"," Hello, congratulations.",No hallucination,,[]," Hello, congratulations.",No hallucination,,[],"Go ahead. Hello, congratulations [UH] my.",No hallucination,,[],"Go ahead. Hello, congratulations.",No hallucination,,[],,No hallucination,,[],"Go ahead. Hello, congratulations.",No hallucination,,[],"Hello, congratulations.",No hallucination,,[],hello congratulations,No hallucination,,[],,train
171_4483680.wav,2.5800625,"Hi, good morning.",ahead hi good morning," ahead. All right, good morning.",No hallucination,,[], ahead. All right. Good morning.,No hallucination,,[]," ahead. All right, good morning.",No hallucination,,[],"Go ahead. Hi, good morning.",No hallucination,,[],"Hi, goodbye.",Hallucination or looping,goodbye.,"[{""text"": ""goodbye."", ""start"": 4, ""end"": 12, ""labels"": [""Hallucination""]}]","Go ahead. Hi, good Marie.",No hallucination,,[],"Thank you, Marie.",No hallucination,,[],"Hi, good morning.",No hallucination,,[],hi good morning,No hallucination,,[],,train
171_MTN-Ghana-2021-Third-Quarter-Results-Call.wav,0.6199375,It's a management…,management, management.,No hallucination,,[],,No hallucination,,[], money,No hallucination,,[],The management.,Hallucination or looping,The,"[{""text"": ""The"", ""start"": 0, ""end"": 3, ""labels"": [""Hallucination""]}]",Man I mean.,Hallucination or looping,Man I mean.,"[{""text"": ""Man I mean."", ""start"": 0, ""end"": 11, ""labels"": [""Hallucination""]}]",Man I mean.,Hallucination or looping,Man I mean.,"[{""text"": ""Man I mean."", ""start"": 0, ""end"": 11, ""labels"": [""Hallucination""]}]",Yeah.,Hallucination or looping,Yeah.,"[{""text"": ""Yeah."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",Meine.,Language switch,,[],management,No hallucination,,[],,train
172_2020-03-0230487MTN-Ghana-2019-Annual-Results-Call.wav,0.600125,All right.,all right, All right. Thank you.,Hallucination or looping,you.,"[{""text"": ""you."", ""start"": 18, ""end"": 22, ""labels"": [""Hallucination""]}]", All right.,No hallucination,,[], All right.,No hallucination,,[],All right.,No hallucination,,[],Sorry.,Hallucination or looping,Sorry.,"[{""text"": ""Sorry."", ""start"": 0, ""end"": 6, ""labels"": [""Hallucination""]}]",Alright.,No hallucination,,[],Sorry.,Hallucination or looping,Sorry.,"[{""text"": ""Sorry."", ""start"": 0, ""end"": 6, ""labels"": [""Hallucination""]}]",All right.,No hallucination,,[],all right,No hallucination,,[],,train
172_4329526.wav,0.48,Yes.,watching, watching. Thank you.,Hallucination or looping,Thank you.,"[{""text"": ""Thank you."", ""start"": 11, ""end"": 21, ""labels"": [""Hallucination""]}]", watching,No hallucination,,[], watching,No hallucination,,[],Are watching.,Hallucination or looping,Are,"[{""text"": ""Are"", ""start"": 0, ""end"": 3, ""labels"": [""Hallucination""]}]",We're watching this.,Hallucination or looping,this.; We're,"[{""text"": ""this."", ""start"": 15, ""end"": 20, ""labels"": [""Hallucination""]}, {""text"": ""We're"", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",Watching this.,Hallucination or looping,this.,"[{""text"": ""this."", ""start"": 9, ""end"": 14, ""labels"": [""Hallucination""]}]",Yeah.,Hallucination or looping,Yeah.,"[{""text"": ""Yeah."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",Thank you.,Hallucination or looping,Thank you.,"[{""text"": ""Thank you."", ""start"": 0, ""end"": 10, ""labels"": [""Hallucination""]}]",watching,No hallucination,,[],,train
172_4468639.wav,0.4800625,"Uh, in Portugal.",[INAUDIBLE], are important.,Hallucination or looping,important,"[{""text"": ""important"", ""start"": 5, ""end"": 14, ""labels"": [""Hallucination""]}]", important.,Hallucination or looping,important.,"[{""text"": ""important."", ""start"": 1, ""end"": 11, ""labels"": [""Hallucination""]}]", important.,Hallucination or looping,important.,"[{""text"": ""important."", ""start"": 1, ""end"": 11, ""labels"": [""Hallucination""]}]",Are important.,Hallucination or looping,important.,"[{""text"": ""important."", ""start"": 4, ""end"": 14, ""labels"": [""Hallucination""]}]","Uh, important.",Hallucination or looping,important.,"[{""text"": ""important."", ""start"": 4, ""end"": 14, ""labels"": [""Hallucination""]}]",Important.,Hallucination or looping,Important.,"[{""text"": ""Important."", ""start"": 0, ""end"": 10, ""labels"": [""Hallucination""]}]",Yeah.,Hallucination or looping,Yeah.,"[{""text"": ""Yeah."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",Hi.,Hallucination or looping,Hi.,"[{""text"": ""Hi."", ""start"": 0, ""end"": 3, ""labels"": [""Hallucination""]}]",important,Hallucination or looping,important,"[{""text"": ""important"", ""start"": 0, ""end"": 9, ""labels"": [""Hallucination""]}]",,train
172_4481967.wav,4.9600625,Good morning.,good morning, Thank you.,Hallucination or looping,Thank,"[{""text"": ""Thank"", ""start"": 1, ""end"": 6, ""labels"": [""Hallucination""]}]", Thank you.,Hallucination or looping,Thank,"[{""text"": ""Thank"", ""start"": 1, ""end"": 6, ""labels"": [""Hallucination""]}]", Thank you. Good morning.,Hallucination or looping,Thank,"[{""text"": ""Thank"", ""start"": 1, ""end"": 6, ""labels"": [""Hallucination""]}]", Good morning.,No hallucination,,[],Good morning.,No hallucination,,[],Good morning.,No hallucination,,[],Good morning.,No hallucination,,[],Good morning.,No hallucination,,[],good morning,No hallucination,,[],,train
172_4482682.wav,0.3200625,Yes.,yes hi," Yes, hi.",No hallucination,,[]," Yes, hi.",No hallucination,,[]," Yes, hi.",No hallucination,,[],"Yes, hi.",No hallucination,,[],"Yes, I do.",Hallucination or looping,do.,"[{""text"": ""do."", ""start"": 7, ""end"": 10, ""labels"": [""Hallucination""]}]",Yes.,No hallucination,,[],"Yes, hi.",No hallucination,,[],Yes.,No hallucination,,[],yeah,Hallucination or looping,yeah,"[{""text"": ""yeah"", ""start"": 0, ""end"": 4, ""labels"": [""Hallucination""]}]",,train
173_4329526.wav,6.12,"Hi, this is Roberto.",closely yes hi this is roberto," Yes. Hi, this is Roberto.",No hallucination,,[]," Yes, hi, this is Roberto.",No hallucination,,[]," Yes, hi, this is Roberto.",No hallucination,,[],"Yes, hi, this is Roberto, [UM].",No hallucination,,[],"Yes, hi, this is Roberto.",No hallucination,,[],,No hallucination,,[],Closely.,No hallucination,,[],"Yes, hi, this is Roberto.",No hallucination,,[],yes hi this is roberto um,No hallucination,,[],,test
173_4443920.wav,1.08,<laugh> Okay.,[INAUDIBLE], Namaskar.,Hallucination or looping,Namaskar.,"[{""text"": ""Namaskar."", ""start"": 1, ""end"": 10, ""labels"": [""Hallucination""]}]", Thank you.,Hallucination or looping,Thank you.,"[{""text"": ""Thank you."", ""start"": 1, ""end"": 11, ""labels"": [""Hallucination""]}]", Thank you.,Hallucination or looping,Thank you.,"[{""text"": ""Thank you."", ""start"": 1, ""end"": 11, ""labels"": [""Hallucination""]}]",Of those.,Hallucination or looping,Of those.,"[{""text"": ""Of those."", ""start"": 0, ""end"": 9, ""labels"": [""Hallucination""]}]",the two,Hallucination or looping,the two,"[{""text"": ""the two"", ""start"": 0, ""end"": 7, ""labels"": [""Hallucination""]}]",It's also,Hallucination or looping,It's also,"[{""text"": ""It's also"", ""start"": 0, ""end"": 9, ""labels"": [""Hallucination""]}]",Yeah.,Hallucination or looping,Yeah.,"[{""text"": ""Yeah."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",Aus.,Hallucination or looping,Aus.,"[{""text"": ""Aus."", ""start"": 0, ""end"": 4, ""labels"": [""Hallucination""]}]",of those,Hallucination or looping,of those,"[{""text"": ""of those"", ""start"": 0, ""end"": 8, ""labels"": [""Hallucination""]}]",,train
173_4446796.wav,2.68,Yes.,2019,2019,No hallucination,,[],2019,No hallucination,,[],2019,No hallucination,,[],Twenty nineteen. Yes.,No hallucination,,[],twenty nineteen. Yes.,No hallucination,,[],twenty nineteen. Yes.,No hallucination,,[],Twenty nineteen.,No hallucination,,[],Yes.,No hallucination,,[],yes,No hallucination,,[],,train
173_4472403.wav,0.2999375,"Thanks a lot. We'll take our next question from Matty Butenin with Bernstein Um, thank you.",[INAUDIBLE], Thank you.,Hallucination or looping,Thank,"[{""text"": ""Thank"", ""start"": 1, ""end"": 6, ""labels"": [""Hallucination""]}]", Thank you.,Hallucination or looping,Thank,"[{""text"": ""Thank"", ""start"": 1, ""end"": 6, ""labels"": [""Hallucination""]}]", Thank you.,Hallucination or looping,Thank,"[{""text"": ""Thank"", ""start"": 1, ""end"": 6, ""labels"": [""Hallucination""]}]",Thank you.,Hallucination or looping,Thank,"[{""text"": ""Thank"", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",,No hallucination,,[],,No hallucination,,[],Yes.,Hallucination or looping,Yes.,"[{""text"": ""Yes."", ""start"": 0, ""end"": 4, ""labels"": [""Hallucination""]}]",Thank you.,Hallucination or looping,Thank,"[{""text"": ""Thank"", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",okay,Hallucination or looping,okay,"[{""text"": ""okay"", ""start"": 0, ""end"": 4, ""labels"": [""Hallucination""]}]",,train
173_4475486.wav,4.5000625,Thank you.,consumer demand and behavior there thank you, consumer demand and behavior there. Thank you.,No hallucination,,[], consumer demand and behavior there. Thank you.,No hallucination,,[], consumer demand and behavior there. Thank you.,No hallucination,,[],Consumer demand and behavior there. Thank you. Sure.,Hallucination or looping,Sure.,"[{""text"": ""Sure."", ""start"": 47, ""end"": 52, ""labels"": [""Hallucination""]}]",consumer demand and behavior there. Thank you.,No hallucination,,[],consumer demand and behavior there. Thank you.,No hallucination,,[],Consumer demand and behavior there. Thank you.,No hallucination,,[],Thank you.,No hallucination,,[],thank you,No hallucination,,[],,train
173_4481904.wav,2.2600625,mm-hmm <affirmative>.,increasings, increases. Bye.,No hallucination,,[], increasing.,No hallucination,,[]," increasing, but...",No hallucination,,[],[UH]-huh.,No hallucination,,[],Increases.,No hallucination,,[],increasing. But.,No hallucination,,[],Increasing but,No hallucination,,[],mm-hmm .,No hallucination,,[],um-hum,No hallucination,,[],,train
173_4483506.wav,3.3800625,"Taktaki, as to the new mobility company, together the car emission.",totoki after the new mobility company together with the, as to the new mobility company together with the current government.,Hallucination or looping,current government.,"[{""text"": ""current government."", ""start"": 50, ""end"": 69, ""labels"": [""Hallucination""]}]", Totoki as to the new mobility company together with the,No hallucination,,[]," as to the new mobility company, together with the country.",Hallucination or looping,country.,"[{""text"": ""country."", ""start"": 51, ""end"": 59, ""labels"": [""Hallucination""]}]",Totoki as to the new mobility company together with the.,No hallucination,,[],"Little Tokyo as to the new mobility company, together with",No hallucination,,[],"Madam President, I would like to remind you that this is the case for the new mobility company.",Hallucination or looping,"Madam President, I would like to remind you that this is the case for","[{""text"": ""Madam President, I would like to remind you that this is the case for"", ""start"": 0, ""end"": 69, ""labels"": [""Hallucination""]}]",as to the new mobility company together with the,No hallucination,,[],あすてきに。,Language switch,,[],to turkey as to the new mobility company together with the…,No hallucination,,[],,train
173_4483668.wav,4.7800625,"Um, yeah, good morning, Charlene.",conversion yeah good morning sherrilyn," conversion. Yeah, good morning, Sherrilyn. So.",No hallucination,,[]," conversion. Good morning, Sherrilyn. So, I'm going to go ahead and get started.",Hallucination or looping,I'm going to go ahead and get started.,"[{""text"": ""I'm going to go ahead and get started."", ""start"": 42, ""end"": 80, ""labels"": [""Hallucination""]}]"," conversion. Yeah, good morning, Sherilyn.",No hallucination,,[],"Conversion [UM] Yeah, good morning Sherylyn. So.",No hallucination,,[],"Conversion. Yeah, good morning, Sharon.",No hallucination,,[],"Conversion. Yeah, good morning, Cheryl.",No hallucination,,[],conversion um yeah good morning sharily,No hallucination,,[],"Um, yeah, good morning, Sheryl.",No hallucination,,[],um yeah good morning sheryl,No hallucination,,[],,train
173_4485244.wav,4.3400625,"Uh, hey Alex, this Craig, why don't I begin.",growth hey alex this is craig why dont i begin, growth.,No hallucination,,[]," growth. Hey Alex, this is Craig. Why don't I begin?",No hallucination,,[]," growth. Hey, Alex, it's Craig. Why don't I begin? Craig, why don't I begin? I'm going to start with the question.",Hallucination or looping,Craig; I'm going to start with the question.; why don't I begin?,"[{""text"": ""Craig"", ""start"": 51, ""end"": 56, ""labels"": [""Hallucination""]}, {""text"": ""I'm going to start with the question."", ""start"": 77, ""end"": 114, ""labels"": [""Hallucination""]}, {""text"": ""why don't I begin?"", ""start"": 58, ""end"": 76, ""labels"": [""Looping""]}]"," [UH] hey Alex, it's Craig, why don't I begin.",No hallucination,,[],"Growth. Hey, Alex, it's Craig. Why don't I begin?",No hallucination,,[],"growth. Hey, Alex, this is Craig. Why don't I begin?",No hallucination,,[],"Hey, Alex, it's Craig. Why don't I begin?",No hallucination,,[],"Uh, hey, Alex, it's Craig, why don't I begin?",No hallucination,,[],hey alexis craig why don't i begin,No hallucination,,[],,train
173_MTN-Ghana-2021-Third-Quarter-Results-Call.wav,1.9799375,On the 30% to Scancom…,on the 30% discount come, And the 30% is gone.,No hallucination,,[], And the 30% discount come in...,No hallucination,,[], say we are one of fact cleaner,Hallucination or looping,say we are one of fact cleaner,"[{""text"": ""say we are one of fact cleaner"", ""start"": 1, ""end"": 31, ""labels"": [""Hallucination""]}]",On the 30 percent to scan com.,No hallucination,,[],and the thirty percent discount comp,No hallucination,,[],on the thirty percent discount come.,No hallucination,,[],On the thirty percent to scancom.,No hallucination,,[],Under 30% is Scancom.,No hallucination,,[],on the 30% to scancom,No hallucination,,[],,test
173_mtngh_fy18_call_audio_04032019.wav,0.2801875,"Got it, got it.",[INAUDIBLE], Thanks.,No hallucination,,[], Thanks.,No hallucination,,[], Thank you.,Hallucination or looping,you.,"[{""text"": ""you."", ""start"": 7, ""end"": 11, ""labels"": [""Hallucination""]}]",Bett,Hallucination or looping,Bett,"[{""text"": ""Bett"", ""start"": 0, ""end"": 4, ""labels"": [""Hallucination""]}]",They.,No hallucination,,[],,No hallucination,,[],Thanks.,No hallucination,,[],Okay.,Hallucination or looping,Okay.,"[{""text"": ""Okay."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",okay,Hallucination or looping,okay,"[{""text"": ""okay"", ""start"": 0, ""end"": 4, ""labels"": [""Hallucination""]}]",,train
174_4449269.wav,1.1400625,Okay.,okay," Okay, very good.",Hallucination or looping,good.,"[{""text"": ""good."", ""start"": 12, ""end"": 17, ""labels"": [""Hallucination""]}]", Okay.,No hallucination,,[], Okay.,No hallucination,,[],Okay.,No hallucination,,[],Okay.,No hallucination,,[],"Mr President, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Comm",Hallucination or looping,"Mr President, Commissioner,; Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Comm","[{""text"": ""Mr President, Commissioner,"", ""start"": 0, ""end"": 27, ""labels"": [""Hallucination""]}, {""text"": ""Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Commissioner, Comm"", ""start"": 28, ""end"": 1124, ""labels"": [""Looping Hallucination""]}]",Okay.,No hallucination,,[],Okay.,No hallucination,,[],okay,No hallucination,,[],,train
174_4453076.wav,0.58,"Uh, company.",[INAUDIBLE], And,Hallucination or looping,And,"[{""text"": ""And"", ""start"": 1, ""end"": 4, ""labels"": [""Hallucination""]}]",,No hallucination,,[]," Yes, you drink withsta.",Hallucination or looping,"Yes, you drink withsta.","[{""text"": ""Yes, you drink withsta."", ""start"": 1, ""end"": 24, ""labels"": [""Hallucination""]}]",Yeah.,Hallucination or looping,Yeah.,"[{""text"": ""Yeah."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",See yourself.,Hallucination or looping,See yourself.,"[{""text"": ""See yourself."", ""start"": 0, ""end"": 13, ""labels"": [""Hallucination""]}]",We are four.,No hallucination,,[],Yeah.,Hallucination or looping,Yeah.,"[{""text"": ""Yeah."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",Yeah.,Hallucination or looping,Yeah.,"[{""text"": ""Yeah."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",yeah sure,Hallucination or looping,yeah sure,"[{""text"": ""yeah sure"", ""start"": 0, ""end"": 9, ""labels"": [""Hallucination""]}]",,train
174_4462231.wav,3.14,"Do you have- <crosstalk> I think that's, uh, I think that that's well said.",[INAUDIBLE]," Do you have? Yeah, I think that's well said. I think that's a good point.",Hallucination or looping,think that's a good point.,"[{""text"": ""think that's a good point."", ""start"": 48, ""end"": 74, ""labels"": [""Hallucination""]}]", I think that's well said.,No hallucination,,[]," Do you have? Yeah, I think that's well said.",No hallucination,,[],"Do you have? Yeah, I think that's [UH] I think that that's well said. I.",No hallucination,,[],"Yeah, yeah, I think that's, I think that's falsehood.",Hallucination or looping,"falsehood.; Yeah, yeah","[{""text"": ""falsehood."", ""start"": 43, ""end"": 53, ""labels"": [""Hallucination""]}, {""text"": ""Yeah, yeah"", ""start"": 0, ""end"": 10, ""labels"": [""Hallucination""]}]","Do you have? Yeah, I think that's a, I think that's false. And I",No hallucination,,[],"Yeah. Yeah, I think that's uh I think that that's well said.",No hallucination,,[],"Yeah, I think that's, I think that's well said.",No hallucination,,[],yeah i think that's well said,No hallucination,,[],,train
174_4468639.wav,3.46,Very good.,you very good, Thank you. Very good. Thank you. Thank you. Thank you.,Hallucination or looping,Thank; you.; Thank you. Thank you.,"[{""text"": ""Thank"", ""start"": 1, ""end"": 6, ""labels"": [""Hallucination""]}, {""text"": ""you."", ""start"": 29, ""end"": 33, ""labels"": [""Hallucination""]}, {""text"": ""Thank you. Thank you."", ""start"": 34, ""end"": 55, ""labels"": [""Looping""]}]", Thank you. Very good. Thank you. Thank you.,Hallucination or looping,Thank; you.; Thank you.,"[{""text"": ""Thank"", ""start"": 1, ""end"": 6, ""labels"": [""Hallucination""]}, {""text"": ""you."", ""start"": 29, ""end"": 33, ""labels"": [""Hallucination""]}, {""text"": ""Thank you."", ""start"": 34, ""end"": 44, ""labels"": [""Looping""]}]", Thank you. Very good. Thank you.,Hallucination or looping,Thank; you.,"[{""text"": ""Thank"", ""start"": 1, ""end"": 6, ""labels"": [""Hallucination""]}, {""text"": ""you."", ""start"": 29, ""end"": 33, ""labels"": [""Hallucination""]}]",Thank you. Very good. Thank.,Hallucination or looping,Thank,"[{""text"": ""Thank"", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",Thank you. Very good. Thank you.,Hallucination or looping,Thank; you.,"[{""text"": ""Thank"", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}, {""text"": ""you."", ""start"": 28, ""end"": 32, ""labels"": [""Hallucination""]}]",Thank you. Very good. Thank you.,Hallucination or looping,Thank; you.,"[{""text"": ""Thank"", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}, {""text"": ""you."", ""start"": 28, ""end"": 32, ""labels"": [""Hallucination""]}]",Thank you.,Hallucination or looping,you.,"[{""text"": ""you."", ""start"": 6, ""end"": 10, ""labels"": [""Hallucination""]}]",Very good.,No hallucination,,[],very good,No hallucination,,[],,train
174_4468679.wav,6.3999375,"Hi this is Jen, how are you?",hi this is jen how are you," Hi, again, how are you?",No hallucination,,[]," Hi, it's a gin. How are you?",No hallucination,,[]," Hi, this is Jen. How are you?",No hallucination,,[]," Hi again, how are you?",No hallucination,,[],"Hi, Secretary. How are you?",Hallucination or looping,Secretary,"[{""text"": ""Secretary"", ""start"": 4, ""end"": 13, ""labels"": [""Hallucination""]}]",,No hallucination,,[],"Hi, if you just how are you?",No hallucination,,[],"Hi, is it good, how are you?",No hallucination,,[],hi again how are you,No hallucination,,[],,train
174_4469590.wav,0.68,"Okay, thank you very much.",okay thank you," Okay, thank you very much.",No hallucination,,[]," Okay, thank you very much.",No hallucination,,[]," Okay, thank you very much.",No hallucination,,[],"Okay, thank you.",No hallucination,,[],"Okay, thank you very much.",No hallucination,,[],"Okay, thank you very much.",No hallucination,,[],"Okay, thank you very much.",No hallucination,,[],Okay.,No hallucination,,[],okay thank you very much,No hallucination,,[],,train
174_4470595.wav,11.9600625,"Um, well, fi- first of all, um, there was a clear, uh, there was a, a clear win of, uh, of, uh, the opposition.",question well first of all there was a clear there was a clear win of of the opposition, question.,No hallucination,,[]," question? Well, first of all, there was a clear win of the opposition.",No hallucination,,[]," question. Well, first of all, there was a clear win of the opposition.",No hallucination,,[],[UM] well first of all [UM] there was a clear [UH] there was a clear win of [UH] of [UH] the opposition.,No hallucination,,[],"question. Well, first of all, there was a clear win of the opposition.",No hallucination,,[],"question. Well, first of all, there was a clear win of the opposition",No hallucination,,[],"Um well, f first of all, um there was a clear uh there was a a clear win of uh of the opposition.",Hallucination or looping,a,"[{""text"": ""a"", ""start"": 61, ""end"": 62, ""labels"": [""Looping""]}]","Um, well, first of all, um, there was a clear, uh, there was a clear win of, uh, of, uh, the opposition.",No hallucination,,[],well first of all there was a clear win of the opposition,No hallucination,,[],,test
174_4475486.wav,0.5200625,Sure.,sure, You're a saint.,No hallucination,,[], Sure.,No hallucination,,[], Sure.,No hallucination,,[],"Sure, thank.",No hallucination,,[],Sure. Thank you.,Hallucination or looping,you.,"[{""text"": ""you."", ""start"": 12, ""end"": 16, ""labels"": [""Hallucination""]}]",Are you saying?,Hallucination or looping,Are,"[{""text"": ""Are"", ""start"": 0, ""end"": 3, ""labels"": [""Hallucination""]}]","Sure, thank you.",Hallucination or looping,you.,"[{""text"": ""you."", ""start"": 12, ""end"": 16, ""labels"": [""Hallucination""]}]",是c,Language switch,,[],sure,No hallucination,,[],,train
174_4484563.wav,3.94,Moving now to Slide 20.,profitability moving now to slide 20, profitability.,No hallucination,,[], profitability. Moving now to slide 20.,No hallucination,,[], profitability. Moving now to slide 20.,No hallucination,,[],Profitability. Moving now to slide twenty.,No hallucination,,[],profitability. Moving now to Slide twenty.,No hallucination,,[],profitability. Moving now to Slide twenty.,No hallucination,,[],profitability. Moving now to Slide twenty.,No hallucination,,[],Moving now to slide 20.,No hallucination,,[],moving now to slide 20,No hallucination,,[],,test
175_4443920.wav,5.8799375,Rob.,much rob, much.,No hallucination,,[], Thank you very much.,Hallucination or looping,Thank you very,"[{""text"": ""Thank you very"", ""start"": 1, ""end"": 15, ""labels"": [""Hallucination""]}]", Thank you very much. Roll.,Hallucination or looping,Thank you very,"[{""text"": ""Thank you very"", ""start"": 1, ""end"": 15, ""labels"": [""Hallucination""]}]",Rob.,No hallucination,,[],Mr Rob.,Hallucination or looping,Mr,"[{""text"": ""Mr"", ""start"": 0, ""end"": 2, ""labels"": [""Hallucination""]}]",Much.,No hallucination,,[],,No hallucination,,[],Rob.,No hallucination,,[],thank you very much,Hallucination or looping,thank you,"[{""text"": ""thank you"", ""start"": 0, ""end"": 9, ""labels"": [""Hallucination""]}]",,train
175_4466607.wav,4.7801875,"Yes, so of course, well, the, the math are almost right.",as well yes of course well the matter are almost, well.,No hallucination,,[]," Yes, of course. Well, the mass are almost...",No hallucination,,[]," as well. Yes, of course. Well, the maps are almost...",No hallucination,,[],"As well [UH] Yes, of course. Well, the matter are almost.",No hallucination,,[],"Well, yes, of course, the matter almost.",No hallucination,,[],"as well? Yes, of course, well, the math are almost",No hallucination,,[],,No hallucination,,[],"Yes, of course, well, the matter are almost resolved.",Hallucination or looping,resolved.,"[{""text"": ""resolved."", ""start"": 44, ""end"": 53, ""labels"": [""Hallucination""]}]",yes of course well the metals are almost…,No hallucination,,[],,train
